,cnyesId,nav,forSale,change,fundYesId,investmentArea,categoryAbbr,prevPrice,displayNameLocal,priceDate,inceptionDate,lastUpdate,classCurrencyLocal,changePercent,return1Month,displayNameLocalWithKwd,forSaleUrl,fundTags,portfolio_errors
0,"B16,009",29.87,1,-0.46,B16009,歐洲(含歐元區),歐洲股票,30.33,景順全歐洲企業基金A股 歐元,1614268800,662745600.0,1614268800,歐元,-1.52,3.42798,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B16009,"[{'promoteName': '景順全系列0申購手續費', 'promoteDescription': '景順全系列單筆及定期定額2021/03/31前扣款申購0手續費', 'startAt': 1609689600, 'endAt': 1617120000, 'handlingFeePercent': None, 'iconName': '０手續費', 'iconSymbol': '＄', 'darkColor': '#FFB43E', 'lightColor': '#FFD086'}]","{""message"":""Token not found"",""status_code"":400}"
1,"B16,013",19.66,1,-0.32,B16013,歐洲(含歐元區),歐洲股票,19.98,景順泛歐洲基金A股 歐元,1614268800,662659200.0,1614268800,歐元,-1.6,2.55608,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B16013,"[{'promoteName': '景順全系列0申購手續費', 'promoteDescription': '景順全系列單筆及定期定額2021/03/31前扣款申購0手續費', 'startAt': 1609689600, 'endAt': 1617120000, 'handlingFeePercent': None, 'iconName': '０手續費', 'iconSymbol': '＄', 'darkColor': '#FFB43E', 'lightColor': '#FFD086'}]","{""message"":""Token not found"",""status_code"":400}"
2,"B16,019",102.58,1,-5.26,B16019,全球市場,產業股票 - 消費品及服務,107.84,景順環球消費趨勢基金A股 美元,1614268800,781113600.0,1614268800,美元,-4.88,-0.08766,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B16019,"[{'promoteName': '景順全系列0申購手續費', 'promoteDescription': '景順全系列單筆及定期定額2021/03/31前扣款申購0手續費', 'startAt': 1609689600, 'endAt': 1617120000, 'handlingFeePercent': None, 'iconName': '０手續費', 'iconSymbol': '＄', 'darkColor': '#FFB43E', 'lightColor': '#FFD086'}, {'promoteName': '定投致勝，日日高效投資！', 'promoteDescription': '月配息/債券型/平衡型0手續費，股票型終身0.3手續費！', 'startAt': 1609430400, 'endAt': 1640880000, 'handlingFeePercent': None, 'iconName': '定投王', 'iconSymbol': '＃', 'darkColor': '#E03F19', 'lightColor': '#FF7A5A'}, {'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星５星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
3,"B16,137",96.82,1,-3.19,B16137,中國/大中華,大中華股票,100.01,景順大中華基金A股 美元,1614268800,711129600.0,1614268800,美元,-3.19,-1.79531,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B16137,"[{'promoteName': '景順全系列0申購手續費', 'promoteDescription': '景順全系列單筆及定期定額2021/03/31前扣款申購0手續費', 'startAt': 1609689600, 'endAt': 1617120000, 'handlingFeePercent': None, 'iconName': '０手續費', 'iconSymbol': '＄', 'darkColor': '#FFB43E', 'lightColor': '#FFD086'}, {'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
4,"B23,258",5.6288,0,-0.0484,,亞洲地區,亞洲債券,5.6772,施羅德環球基金系列－亞洲債券(美元)A-月配浮動,1614268800,908467200.0,1614268800,美元,-0.85,-1.79423,0,,[],"{""message"":""Token not found"",""status_code"":400}"
5,"B23,204",15.2791,0,-0.1315,,亞洲地區,亞洲債券,15.4106,施羅德環球基金系列－亞洲債券(美元)A-累積,1614268800,948038400.0,1614268800,美元,-0.85,-1.79517,0,,[],"{""message"":""Token not found"",""status_code"":400}"
6,"B16,148",202.63,1,-7.67,B16148,亞洲地區,亞洲股票(不含日本),210.3,景順亞洲機遇股票基金A股 美元,1614268800,934128000.0,1614268800,美元,-3.65,-2.5911,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B16148,"[{'promoteName': '景順全系列0申購手續費', 'promoteDescription': '景順全系列單筆及定期定額2021/03/31前扣款申購0手續費', 'startAt': 1609689600, 'endAt': 1617120000, 'handlingFeePercent': None, 'iconName': '０手續費', 'iconSymbol': '＄', 'darkColor': '#FFB43E', 'lightColor': '#FFD086'}, {'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
7,"B23,263",17.5207,0,-0.5934,,全球新興市場,新興市場股票,18.1141,施羅德環球基金系列－新興市場(美元)A-年配浮動,1614268800,763142400.0,1614268800,美元,-3.28,-3.52941,0,,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
8,"B23,203",1349.4831,0,-20.931,,日本,日本股票,1370.4141,施羅德環球基金系列－日本股票(日圓)A-累積,1614268800,948038400.0,1614268800,日圓,-1.53,0.18539,0,,[],"{""message"":""Token not found"",""status_code"":400}"
9,"B23,210",21.6012,0,-0.7316,,全球新興市場,新興市場股票,22.3328,施羅德環球基金系列－新興市場(美元)A-累積,1614268800,948038400.0,1614268800,美元,-3.28,-3.52516,0,,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
10,"B23,265",8.8593,0,-0.0815,,全球新興市場,新興市場債,8.9408,施羅德環球基金系列－新興市場債券(美元)A-季配固定,1614268800,872784000.0,1614268800,美元,-0.91,-1.50533,0,,[],"{""message"":""Token not found"",""status_code"":400}"
11,"B23,211",28.9175,0,-0.2661,,全球新興市場,新興市場債,29.1836,施羅德環球基金系列－新興市場債券(美元)A-累積,1614268800,948038400.0,1614268800,美元,-0.91,-1.49944,0,,[],"{""message"":""Token not found"",""status_code"":400}"
12,"B23,426",7.6883,0,0.0116,,歐洲(含歐元區),歐元債券,7.6767,施羅德環球基金系列－歐元政府債券(歐元)C-年配浮動,1614268800,824400000.0,1614268800,歐元,0.15,-1.92369,0,,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
13,"B23,259",22.7911,0,-0.7286,,亞洲地區,亞洲股票(不含日本),23.5197,施羅德環球基金系列－亞洲優勢(美元)A-年配浮動,1614268800,751824000.0,1614268800,美元,-3.1,-0.64952,0,,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
14,"B16,005",1689.0,1,-41.0,B16005,日本,日本股票,1730.0,景順日本小型企業基金A股 日圓,1614268800,662745600.0,1614268800,日圓,-2.37,-4.95217,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B16005,"[{'promoteName': '景順全系列0申購手續費', 'promoteDescription': '景順全系列單筆及定期定額2021/03/31前扣款申購0手續費', 'startAt': 1609689600, 'endAt': 1617120000, 'handlingFeePercent': None, 'iconName': '０手續費', 'iconSymbol': '＄', 'darkColor': '#FFB43E', 'lightColor': '#FFD086'}]","{""message"":""Token not found"",""status_code"":400}"
15,"B23,427",13.815,0,0.021,,歐洲(含歐元區),歐元債券,13.794,施羅德環球基金系列－歐元政府債券(歐元)C-累積,1614268800,948038400.0,1614268800,歐元,0.15,-1.92598,0,,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
16,"B23,201",28.9578,1,-0.9258,B23201,亞洲地區,亞洲股票(不含日本),29.8836,施羅德環球基金系列－亞洲優勢(美元)A-累積,1614268800,948038400.0,1614268800,美元,-3.1,-0.65049,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B23201,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
17,"B23,267",29.9936,0,-0.4854,,歐洲(含歐元區),歐洲股票,30.479,施羅德環球基金系列－歐元股票(歐元)A-年配浮動,1614268800,911491200.0,1614268800,歐元,-1.59,0.32915,0,,[],"{""message"":""Token not found"",""status_code"":400}"
18,"B23,216",39.6315,0,-0.6415,,歐洲(含歐元區),歐洲股票,40.273,施羅德環球基金系列－歐元股票(歐元)A-累積,1614268800,948038400.0,1614268800,歐元,-1.59,0.33799,0,,[],"{""message"":""Token not found"",""status_code"":400}"
19,"B23,207",214.5624,0,-3.9777,,美國,美國大型股(均衡型),218.5401,施羅德環球基金系列－美國大型股(美元)A-累積,1614268800,948038400.0,1614268800,美元,-1.82,2.20109,0,,[],"{""message"":""Token not found"",""status_code"":400}"
20,"B23,277",7.8202,0,-0.035,,全球市場,全球債券,7.8552,施羅德環球基金系列－環球債券(美元)A-年配浮動,1614268800,739036800.0,1614268800,美元,-0.45,-1.74517,0,,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
21,"B23,225",13.7325,0,-0.0615,,全球市場,全球債券,13.794,施羅德環球基金系列－環球債券(美元)A-累積,1614268800,948038400.0,1614268800,美元,-0.45,-1.74508,0,,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
22,"B23,269",6.0971,0,-0.0084,,全球市場,全球債券,6.1055,施羅德環球基金系列－環球企業債券(美元)A-月配浮動,1614268800,779990400.0,1614268800,美元,-0.14,-2.3262,0,,[],"{""message"":""Token not found"",""status_code"":400}"
23,"B23,224",13.1947,0,-0.0183,,全球市場,全球債券,13.213,施羅德環球基金系列－環球企業債券(美元)A-累積,1614268800,948038400.0,1614268800,美元,-0.14,-2.32804,0,,[],"{""message"":""Token not found"",""status_code"":400}"
24,"B19,041",2363.28,0,-0.14,B19041,全球市場,貨幣市場 - 其他,2363.42,瑞銀 (盧森堡) 澳幣基金,1614268800,714240000.0,1614268800,澳元,-0.01,-0.00804,0,,[],"{""message"":""Token not found"",""status_code"":400}"
25,"B19,035",817.98,0,-0.02,B19035,全球市場,貨幣市場 - 歐元,818.0,瑞銀 (盧森堡) 歐元基金,1614268800,623865600.0,1614268800,歐元,0.0,-0.06231,0,,[],"{""message"":""Token not found"",""status_code"":400}"
26,"B19,025",832.36,0,0.0,,全球市場,貨幣市場 - 英鎊,832.36,瑞銀 (盧森堡) 英鎊基金,1614268800,596390400.0,1614268800,英鎊,0.0,-0.00961,0,,[],"{""message"":""Token not found"",""status_code"":400}"
27,"B19,021",1820.67,2,-0.03,B19021,全球市場,貨幣市場 - 美元,1820.7,瑞銀 (盧森堡) 美元基金,1614268800,596390400.0,1614268800,美元,0.0,0.00165,0,,"[{'promoteName': '2021債券、平衡、股票月配級別申購0手續費', 'promoteDescription': '2021債券、平衡、股票月配級別定期定額申購0手續費，優惠期過後手續費率0.3%', 'startAt': 1609344000, 'endAt': 1640880000, 'handlingFeePercent': None, 'iconName': '０手續費', 'iconSymbol': '＄', 'darkColor': '#FFB43E', 'lightColor': '#FFD086'}]","{""message"":""Token not found"",""status_code"":400}"
28,"B19,028",221.68,1,-0.78,B19028,全球市場,高收益債,222.46,瑞銀 (盧森堡) 歐元高收益債券基金 (歐元),1614268800,895161600.0,1614268800,歐元,-0.35,-0.62312,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B19028,"[{'promoteName': '2021債券、平衡、股票月配級別申購0手續費', 'promoteDescription': '2021債券、平衡、股票月配級別定期定額申購0手續費，優惠期過後手續費率0.3%', 'startAt': 1609344000, 'endAt': 1640880000, 'handlingFeePercent': None, 'iconName': '０手續費', 'iconSymbol': '＄', 'darkColor': '#FFB43E', 'lightColor': '#FFD086'}, {'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
29,"B19,063",326.02,1,-0.76,B19063,全球市場,高收益債,326.78,瑞銀 (盧森堡) 美元高收益債券基金 (美元),1614268800,849542400.0,1614268800,美元,-0.23,-0.75495,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B19063,"[{'promoteName': '2021債券、平衡、股票月配級別申購0手續費', 'promoteDescription': '2021債券、平衡、股票月配級別定期定額申購0手續費，優惠期過後手續費率0.3%', 'startAt': 1609344000, 'endAt': 1640880000, 'handlingFeePercent': None, 'iconName': '０手續費', 'iconSymbol': '＄', 'darkColor': '#FFB43E', 'lightColor': '#FFD086'}]","{""message"":""Token not found"",""status_code"":400}"
30,"B19,044",1900.26,1,-9.79,B19044,全球新興市場,新興市場債,1910.05,瑞銀 (盧森堡) 新興市場債券基金 (美元),1614268800,890064000.0,1614268800,美元,-0.51,-2.362,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B19044,"[{'promoteName': '2021債券、平衡、股票月配級別申購0手續費', 'promoteDescription': '2021債券、平衡、股票月配級別單筆申購0手續費', 'startAt': 1609344000, 'endAt': 1640880000, 'handlingFeePercent': None, 'iconName': '０手續費', 'iconSymbol': '＄', 'darkColor': '#FFB43E', 'lightColor': '#FFD086'}]","{""message"":""Token not found"",""status_code"":400}"
31,"B09,019",101.81,1,-2.49,B09019,美國,美國大型股,104.3,貝萊德美國價值型基金 A2,1614268800,852652800.0,1614268800,美元,-2.39,2.38335,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09019,[],"{""message"":""Token not found"",""status_code"":400}"
32,"B09,215",58.51,1,-2.53,B09215,亞洲地區,亞洲股票(不含日本),61.04,貝萊德亞洲巨龍基金 A2,1614268800,852134400.0,1614268800,美元,-4.14,-3.14517,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09215,[],"{""message"":""Token not found"",""status_code"":400}"
33,"B09,020",35.05,1,-0.91,B09020,美國,美國大型股(增長型),35.96,貝萊德美國增長型基金 A2,1614268800,925401600.0,1614268800,美元,-2.53,-1.82073,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09020,[],"{""message"":""Token not found"",""status_code"":400}"
34,"B09,033",85.94,1,-2.31,B09033,歐洲(含歐元區),歐洲股票,88.25,貝萊德歐洲價值型基金 A2-USD,1614268800,852652800.0,1614297600,美元,-2.62,0.16317,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09033,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
35,"B19,017",783.27,1,4.1,B19017,全球市場,產業股票 - 生物科技,779.17,瑞銀 (盧森堡) 生化股票基金 (美元),1614268800,845308800.0,1614268800,美元,0.53,-6.40705,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B19017,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
36,"B09,102",36.72,1,-1.44,B09102,全球市場,產業股票 - 金融,38.16,貝萊德世界金融基金 A2,1614268800,952012800.0,1614268800,美元,-3.77,6.74419,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09102,[],"{""message"":""Token not found"",""status_code"":400}"
37,"B09,091",73.62,1,-1.35,B09091,全球市場,股債混合(平衡型),74.97,貝萊德環球資產配置基金 A2,1614268800,852220800.0,1614268800,美元,-1.8,-1.11484,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09091,"[{'promoteName': '2021債券、平衡、股票月配級別申購0手續費', 'promoteDescription': '2021債券、平衡、股票月配級別單筆申購0手續費', 'startAt': 1609344000, 'endAt': 1640880000, 'handlingFeePercent': None, 'iconName': '０手續費', 'iconSymbol': '＄', 'darkColor': '#FFB43E', 'lightColor': '#FFD086'}, {'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
38,"B09,156",134.09,1,-4.33,B09156,全球市場,,138.42,貝萊德智慧數據環球小型企業基金 A2 美元,1614268800,783878400.0,1614268800,美元,-3.13,1.01703,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09156,[],"{""message"":""Token not found"",""status_code"":400}"
39,"B09,008",59.43,1,-2.84,B09008,拉丁美洲,拉丁美洲股票,62.27,貝萊德拉丁美洲基金 A2,1614268800,852652800.0,1614268800,美元,-4.56,-5.1548,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09008,[],"{""message"":""Token not found"",""status_code"":400}"
40,"B09,095",45.11,1,-1.87,B09095,亞洲地區,亞洲股票,46.98,貝萊德太平洋股票基金 A2,1614268800,776016000.0,1614268800,美元,-3.98,-2.46486,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09095,[],"{""message"":""Token not found"",""status_code"":400}"
41,"B09,005",79.67,1,-3.1,B09005,全球市場,產業股票 - 科技,82.77,貝萊德世界科技基金 A2 美元,1614268800,794160000.0,1614268800,美元,-3.75,-4.13909,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09005,"[{'promoteName': '定投致勝，日日高效投資！', 'promoteDescription': '月配息/債券型/平衡型0手續費，股票型終身0.3手續費！', 'startAt': 1609430400, 'endAt': 1640880000, 'handlingFeePercent': None, 'iconName': '定投王', 'iconSymbol': '＃', 'darkColor': '#E03F19', 'lightColor': '#FF7A5A'}, {'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星５星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
42,"B09,021",36.13,1,-0.14,B09021,美國,美國債券,36.27,貝萊德美元優質債券基金 A2 美元,1614268800,607881600.0,1614268800,美元,-0.39,-2.13976,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09021,"[{'promoteName': '2021債券、平衡、股票月配級別申購0手續費', 'promoteDescription': '2021債券、平衡、股票月配級別單筆申購0手續費', 'startAt': 1609344000, 'endAt': 1640880000, 'handlingFeePercent': None, 'iconName': '０手續費', 'iconSymbol': '＄', 'darkColor': '#FFB43E', 'lightColor': '#FFD086'}, {'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
43,"B09,088",34.14,1,-0.34,B09088,歐洲(含歐元區),歐洲股票,34.48,貝萊德歐元市場基金 A2,1614268800,915379200.0,1614268800,歐元,-0.99,1.30564,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09088,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
44,"B19,094",704.87,1,-25.71,B19094,中國/大中華,大中華股票,730.58,瑞銀 (盧森堡) 大中華股票基金 (美元),1614268800,854640000.0,1614268800,美元,-3.52,-5.68282,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B19094,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星５星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
45,"B19,019",364.59,1,-0.4,B19019,全球市場,產業股票 - 健康護理,364.99,瑞銀 (盧森堡) 保健股票基金 (美元),1614268800,896198400.0,1614268800,美元,-0.11,-3.86552,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B19019,[],"{""message"":""Token not found"",""status_code"":400}"
46,"B19,026",2194.02,1,-78.19,B19026,中國/大中華,大中華股票,2272.21,瑞銀 (盧森堡) 中國精選股票基金 (美元),1614268800,847987200.0,1614268800,美元,-3.44,-5.12879,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B19026,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星５星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
47,"B19,002",12149.0,1,-396.0,B19002,日本,日本股票,12545.0,瑞銀 (盧森堡) 日本股票基金 (日幣),1614268800,933609600.0,1614268800,日圓,-3.16,0.81321,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B19002,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
48,"B19,038",1411.84,1,-24.75,B19038,歐洲(含歐元區),歐洲股票,1436.59,瑞銀 (盧森堡) 歐洲中型股票基金 (歐元),1614268800,790531200.0,1614268800,歐元,-1.72,0.6516,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B19038,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
49,"B19,023",1538.04,1,12.29,B19023,美國,美國中小型股,1525.75,瑞銀 (盧森堡) 美國小型股票基金 (美元),1614268800,715968000.0,1614268800,美元,0.81,3.39556,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B19023,"[{'promoteName': '定投致勝，日日高效投資！', 'promoteDescription': '月配息/債券型/平衡型0手續費，股票型終身0.3手續費！', 'startAt': 1609430400, 'endAt': 1640880000, 'handlingFeePercent': None, 'iconName': '定投王', 'iconSymbol': '＃', 'darkColor': '#E03F19', 'lightColor': '#FF7A5A'}, {'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星４星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
50,"B19,045",465.28,1,0.2,B19045,美國,美國大型股(均衡型),465.08,瑞銀 (盧森堡) 美國精選股票基金 (美元),1614268800,847728000.0,1614268800,美元,0.04,2.67229,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B19045,[],"{""message"":""Token not found"",""status_code"":400}"
51,"B09,029",156.39,1,-1.89,B09029,歐洲(含歐元區),歐洲股票,158.28,貝萊德歐洲基金 A2,1614268800,754588800.0,1614268800,歐元,-1.19,0.46897,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09029,[],"{""message"":""Token not found"",""status_code"":400}"
52,"B09,081",125.71,1,-1.21,B09081,英國,,126.92,貝萊德英國基金 A2,1614268800,504806400.0,1614268800,英鎊,-0.95,-2.02634,0,https://www.anuefund.com/Redr/Redr.aspx?FundID=B09081,"[{'promoteName': '晨星評等', 'promoteDescription': '基金的報酬、風險及費用三個面向發展出的晨星星等評級，評級結果由最高5顆星到最低1顆星', 'startAt': 1556640000, 'endAt': 2524492800, 'handlingFeePercent': None, 'iconName': '晨星５星', 'iconSymbol': '★', 'darkColor': '#54B5C6', 'lightColor': '#70D0E1'}]","{""message"":""Token not found"",""status_code"":400}"
